SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-12-2020,Single Family Residential,718 Harpeth Knoll Ct,Nashville,TN,37221,360000,3,3.0,Harpeth Valley Park,2213,18295,1968,,163,,Sold,,,http://www.redfin.com/TN/Nashville/718-Harpeth-Knoll-Ct-37221/home/87824037,REALTRACS,2197031,N,Y,36.057965,-86.934879
PAST SALE,December-9-2020,Single Family Residential,2557 Oak Forest Dr,Antioch,TN,37013,298000,4,2.5,Oakwood,2112,17424,1990,,141,27,Sold,,,http://www.redfin.com/TN/Antioch/2557-Oak-Forest-Dr-37013/home/102802645,REALTRACS,2200846,N,Y,36.0790493,-86.6537742
PAST SALE,April-26-2021,Single Family Residential,532 Bluewater Dr,Nashville,TN,37217,350000,4,3.0,Castlegate,2106,14810,1979,,166,,Sold,,,http://www.redfin.com/TN/Nashville/532-Bluewater-Dr-37217/home/68822659,REALTRACS,2237847,N,Y,36.0838866,-86.6161028
PAST SALE,March-16-2021,Single Family Residential,1214 Littonwood Dr,Nashville,TN,37216,415000,3,2.5,McGaughey Heights,2083,21344,1953,,199,,Sold,,,http://www.redfin.com/TN/Nashville/1214-Littonwood-Dr-37216/home/108080001,REALTRACS,2196646,N,Y,36.2269775,-86.7177245
PAST SALE,November-25-2020,Single Family Residential,2241A Grandview Ave,Nashville,TN,37211,444000,3,2.5,Melrose,2118,7405,2020,,210,,Sold,,,http://www.redfin.com/TN/Nashville/2241A-Grandview-Ave-37211/home/173413204,REALTRACS,2197721,N,Y,36.1230818,-86.7529806
PAST SALE,March-16-2021,Single Family Residential,4707 Wyoming Ave,Nashville,TN,37209,451000,3,2.0,Sylvan Park,2024,8276,1920,,223,,Sold,,,http://www.redfin.com/TN/Nashville/4707-Wyoming-Ave-37209/home/108110480,REALTRACS,2223540,N,Y,36.1452168,-86.8437984
PAST SALE,December-16-2020,Single Family Residential,3725 Elkins Ave,Nashville,TN,37209,580500,3,2.5,Charlotte Park,2166,7405,2009,,268,,Sold,,,http://www.redfin.com/TN/Nashville/3725-Elkins-Ave-37209/home/101683242,REALTRACS,2194779,N,Y,36.15022,-86.8303374
PAST SALE,April-27-2021,Single Family Residential,3726 Park Ave,Nashville,TN,37209,662500,3,2.5,Charlotte Park,2121,7405,2020,,312,,Sold,,,http://www.redfin.com/TN/Nashville/3726-Park-Ave-37209/home/87815463,REALTRACS,2233430,N,Y,36.1517962,-86.8304469
PAST SALE,January-4-2021,Multi-Family (2-4 Unit),5505 Vaught Dr,Nashville,TN,37209,420000,4,2.0,Richland Meadows,2200,8276,1979,,191,,Sold,,,http://www.redfin.com/TN/Nashville/5505-Vaught-Dr-37209/home/108090065,REALTRACS,2205243,N,Y,36.144601,-86.855641
PAST SALE,February-17-2021,Single Family Residential,418 Dunailie Dr,Nashville,TN,37217,275000,3,1.5,Glengarry Park,2204,16988,1965,,125,,Sold,,,http://www.redfin.com/TN/Nashville/418-Dunailie-Dr-37217/home/107978384,REALTRACS,2221177,N,Y,36.1140413,-86.7035716
PAST SALE,November-18-2020,Single Family Residential,625A Freedom Pl,Nashville,TN,37209,491400,3,2.5,Charlotte Park/Croley Wood,2137,,2020,,230,,Sold,,,http://www.redfin.com/TN/Nashville/625-Freedom-Pl-37209/home/108049174,REALTRACS,2205122,N,Y,36.1542872,-86.8770143
PAST SALE,February-22-2021,Single Family Residential,3111 Laurel Forest Dr,Nashville,TN,37214,249000,5,2.0,Hickory Bend,2200,11325,1964,,113,,Sold,,,http://www.redfin.com/TN/Nashville/3111-Laurel-Forest-Dr-37214/home/108061692,REALTRACS,2221347,N,Y,36.1509939,-86.6478249
PAST SALE,April-27-2021,Single Family Residential,504 S Lakeridge Pl,Nashville,TN,37214,380000,3,2.5,Lakeridge,2247,7840,1996,,169,37,Sold,,,http://www.redfin.com/TN/Nashville/504-S-Lakeridge-Pl-37214/home/108054060,REALTRACS,2234650,N,Y,36.1448762,-86.6276272
PAST SALE,April-1-2021,Condo/Co-op,124A Duluth Ave,Nashville,TN,37209,459900,3,2.5,Charlotte Park/BF Cockrill,2010,,2020,,229,,Sold,,,http://www.redfin.com/TN/Nashville/124-Duluth-Ave-37209/home/105231285,REALTRACS,2209391,N,Y,36.1600589,-86.866999
PAST SALE,,Single Family Residential,2316 Revere Pl,Nashville,TN,37214,200000,4,3.0,,2162,18731,1958,,93,,,,,http://www.redfin.com/TN/Nashville/2316-Revere-Pl-37214/home/108002777,,,N,Y,36.1716092,-86.6867009
PAST SALE,March-12-2021,Condo/Co-op,1411 Arthur Ave Unit B,Nashville,TN,37208,490000,4,3.5,1411 Arthur Avenue Townhom,2070,7405,2016,,237,,Sold,,,http://www.redfin.com/TN/Nashville/1411-Arthur-Ave-37208/unit-B/home/112483028,REALTRACS,2222839,N,Y,36.174894,-86.798278
PAST SALE,March-18-2021,Single Family Residential,432 Warren Hill Dr,Mount Juliet,TN,37122,415000,3,2.0,Cobblestone Landing Ph3 Se,2135,8712,2016,,194,65,Sold,,,http://www.redfin.com/TN/Mt-Juliet/432-Warren-Hill-Dr-37122/home/103997329,REALTRACS,2228866,N,Y,36.1848851,-86.5724308
PAST SALE,December-7-2020,Single Family Residential,3201 River Walk Dr,Nashville,TN,37214,337000,4,2.5,Rivers Edge,2052,9583,2001,,164,25,Sold,,,http://www.redfin.com/TN/Nashville/3201-River-Walk-Dr-37214/home/108103000,REALTRACS,2186277,N,Y,36.1797388,-86.6377074
PAST SALE,January-5-2021,Single Family Residential,244 Hermitage Point Dr,Hermitage,TN,37076,382825,3,2.0,Hermitage Point,2042,7840,2020,,187,35,Sold,,,http://www.redfin.com/TN/Hermitage/244-Hermitage-Point-Dr-37076/home/171834795,REALTRACS,2152856,N,Y,36.1733441,-86.6201702
PAST SALE,January-5-2021,Single Family Residential,236 Hermitage Point Dr,Hermitage,TN,37076,402865,3,3.0,Hermitage Point,2162,9147,2020,,186,35,Sold,,,http://www.redfin.com/TN/Hermitage/236-Hermitage-Point-Dr-37076/home/171837096,REALTRACS,2152864,N,Y,36.1733441,-86.6201702
PAST SALE,April-1-2021,Single Family Residential,507 32nd Ave S,Nashville,TN,37212,850000,4,3.0,-,2135,9583,1936,,398,,Sold,,,http://www.redfin.com/TN/Nashville/507-32nd-Ave-S-37212/home/108091641,REALTRACS,2222455,N,Y,36.138039,-86.8135806
PAST SALE,December-2-2020,Condo/Co-op,521 Fatherland St,Nashville,TN,37206,590000,4,3.5,Historic Edgefield,2237,8276,2020,,264,,Sold,,,http://www.redfin.com/TN/Nashville/521-Fatherland-St-37206/unit-A/home/170540054,REALTRACS,2199900,N,Y,36.170796,-86.761919
PAST SALE,December-18-2020,Single Family Residential,81 Brookwood Ter,Nashville,TN,37205,655000,4,3.0,Hillwood Terrace,2201,21344,1964,,298,,Sold,,,http://www.redfin.com/TN/Nashville/81-Brookwood-Ter-37205/home/108035628,REALTRACS,2204374,N,Y,36.1295393,-86.8595372
PAST SALE,,Single Family Residential,1003 Graybar Ln,Nashville,TN,37204,560000,3,2.0,,1758,10019,1945,,319,,,,,http://www.redfin.com/TN/Nashville/1003-Graybar-Ln-37204/home/60789529,,,N,Y,36.1084166,-86.7888043
PAST SALE,,Multi-Family (2-4 Unit),1114 Morrow Ave,Nashville,TN,37204,581049,4,2.0,,2054,11326,1969,,283,,,,,http://www.redfin.com/TN/Nashville/1114-Morrow-Ave-37204/home/60921401,,,N,Y,36.1056344,-86.7941576
PAST SALE,,Single Family Residential,924 Marengo Ln,Nashville,TN,37204,550000,3,1.0,,1254,17860,1945,,439,,,,,http://www.redfin.com/TN/Nashville/924-Marengo-Ln-37204/home/108037367,,,N,Y,36.1130743,-86.7837169
PAST SALE,December-3-2020,Single Family Residential,740 Myhr Dr,Nashville,TN,37221,357500,3,2.0,Harpeth Valley Park,2085,13939,1969,,171,,Sold,,,http://www.redfin.com/TN/Nashville/740-Myhr-Dr-37221/home/60779467,REALTRACS,2197395,N,Y,36.0596302,-86.9402476
PAST SALE,April-28-2021,Single Family Residential,112 Lasalle Ct,Nashville,TN,37205,750000,3,2.0,Courts Of Belle Meade,2155,12632,1949,,348,,Sold,,,http://www.redfin.com/TN/Nashville/112-Lasalle-Ct-37205/home/60792200,REALTRACS,2243256,N,Y,36.102259,-86.862359
PAST SALE,February-5-2021,Single Family Residential,906 Oak St,Nashville,TN,37216,525000,4,2.5,Maplewood Home Tract,2092,9147,1938,,251,,Sold,,,http://www.redfin.com/TN/Nashville/906-Oak-St-37216/home/104209673,REALTRACS,2224321,N,Y,36.2168581,-86.7317553
PAST SALE,March-1-2021,Single Family Residential,908 Crockett St,Nashville,TN,37207,385000,5,2.0,Highland Heights,2016,14374,1948,,191,,Sold,,,http://www.redfin.com/TN/Nashville/908-Crockett-St-37207/home/108096409,REALTRACS,2198723,N,Y,36.1953967,-86.7541606
PAST SALE,March-15-2021,Single Family Residential,1420 Stainback Ave Unit A,Nashville,TN,37207,490210,3,2.5,Highland Land,2074,8712,2021,,236,,Sold,,,http://www.redfin.com/TN/Nashville/1420-Stainback-Ave-37207/unit-A/home/173324521,REALTRACS,2236449,N,Y,36.1982976,-86.764282
PAST SALE,February-10-2021,Single Family Residential,1406 Villa Pl,Nashville,TN,37212,833500,4,2.5,Hanies/Hayes Rokeby,2187,7405,1925,,381,,Sold,,,http://www.redfin.com/TN/Nashville/1406-Villa-Pl-37212/home/108113941,REALTRACS,2217563,N,Y,36.1400996,-86.7922345
PAST SALE,April-15-2021,Single Family Residential,913 15th Ave S,Nashville,TN,37212,865000,3,3.0,Edgehill/Belmont,2160,6534,1917,,400,,Sold,,,http://www.redfin.com/TN/Nashville/913-15th-Ave-S-37212/home/68855223,REALTRACS,2235380,N,Y,36.1469386,-86.7903702
PAST SALE,February-2-2021,Single Family Residential,717 Preservation Way,Nashville,TN,37207,330000,3,2.5,Parmley Cove,2113,7405,2016,,156,26,Sold,,,http://www.redfin.com/TN/Nashville/717-Preservation-Way-37207/home/104500946,REALTRACS,2205045,N,Y,36.2444702,-86.8183189
PAST SALE,December-11-2020,Single Family Residential,709 Preservation Way,Nashville,TN,37207,334000,4,2.5,Parmley Cove,2113,6969,2016,,158,27,Sold,,,http://www.redfin.com/TN/Nashville/709-Preservation-Way-37207/home/107954388,REALTRACS,2197071,N,Y,36.244798,-86.8183467
PAST SALE,February-24-2021,Single Family Residential,1282 Goodmorning Dr,Nashville,TN,37207,330000,3,2.0,Vantage Pointe,2014,10890,2018,,164,16,Sold,,,http://www.redfin.com/TN/Nashville/1282-Goodmorning-Dr-37207/home/68907605,REALTRACS,2219974,N,Y,36.2741247,-86.7678916
PAST SALE,December-21-2020,Single Family Residential,336 Parmley Ln,Nashville,TN,37207,325000,3,2.5,Parmley Cove,2112,7405,2014,,154,29,Sold,,,http://www.redfin.com/TN/Nashville/336-Parmley-Ln-37207/home/60679621,REALTRACS,2202613,N,Y,36.2439511,-86.8197787
PAST SALE,,Single Family Residential,2113 W Richmond Hill Dr,Nashville,TN,37207,245000,3,1.5,,2000,7405,1972,,123,,,,,http://www.redfin.com/TN/Nashville/2113-W-Richmond-Hill-Dr-37207/home/108112867,,,N,Y,36.2360852,-86.7914888
PAST SALE,,Single Family Residential,504 Barbara Dr,Madison,TN,37115,319000,3,3.0,,2131,14375,1955,,150,,,,,http://www.redfin.com/TN/Madison/504-Barbara-Dr-37115/home/105478852,,,N,Y,36.2532655,-86.7253496
