SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-10-2020,Single Family Residential,1719 Glen Echo Rd,Nashville,TN,37215,1425000,4,5.0,"Barlow Glen, Green Hills",5055,10890,2015,,282,160,Sold,,,http://www.redfin.com/TN/Nashville/1719-Glen-Echo-Rd-37215/home/60691881,REALTRACS,2197831,N,Y,36.1074299,-86.8053808
PAST SALE,November-30-2020,Single Family Residential,4811 Granny White Pike,Nashville,TN,37220,1975000,5,4.5,Oak Hill,5338,41382,2020,,370,,Sold,,,http://www.redfin.com/TN/Nashville/4811-Granny-White-Pike-37220/home/108061380,REALTRACS,2205803,N,Y,36.081877,-86.805821
PAST SALE,April-2-2021,Single Family Residential,1731 Glen Echo Rd,Nashville,TN,37215,1100000,4,5.0,Green Hills,5228,10018,2007,,210,65,Sold,,,http://www.redfin.com/TN/Nashville/1731-Glen-Echo-Rd-37215/home/105487649,REALTRACS,2218686,N,Y,36.1073361,-86.8063028
PAST SALE,February-4-2021,Single Family Residential,4027 Graybar Ct,Nashville,TN,37215,1600000,4,4.0,Graymont,5265,7405,2020,,304,320,Sold,,,http://www.redfin.com/TN/Nashville/4027-Graybar-Ct-37215/home/112484913,REALTRACS,2205393,N,Y,36.113044,-86.807369
PAST SALE,February-9-2021,Single Family Residential,2108 Timberwood Pl,Nashville,TN,37215,1775000,4,5.0,Forest Hills,5040,40946,2015,,352,,Sold,,,http://www.redfin.com/TN/Nashville/2108-Timberwood-Pl-37215/home/60915378,REALTRACS,2210818,N,Y,36.0642093,-86.850463
PAST SALE,April-21-2021,Single Family Residential,6125 Montcrest Dr,Nashville,TN,37215,2663189,6,6.0,Hillsboro Park,5672,51836,2021,,470,,Sold,,,http://www.redfin.com/TN/Nashville/6125-Montcrest-Dr-37215/home/87830173,REALTRACS,2197551,N,Y,36.0595128,-86.8497854
PAST SALE,February-1-2021,Single Family Residential,133 Steeplechase Ln,Nashville,TN,37221,2250000,6,6.5,Between The Harpeths Sec 1,7211,323215,1998,,312,,Sold,,,http://www.redfin.com/TN/Nashville/133-Steeplechase-Ln-37221/home/87881148,REALTRACS,2212288,N,Y,36.0441658,-86.9145017
PAST SALE,March-15-2021,Single Family Residential,607 Green Park,Nashville,TN,37215,1725000,4,3.5,Abbottsford,5230,8712,1988,,330,280,Sold,,,http://www.redfin.com/TN/Nashville/607-Green-Park-37215/home/87800930,REALTRACS,2224147,N,Y,36.1032604,-86.828584
PAST SALE,November-30-2020,Single Family Residential,4315 Sneed Rd,Nashville,TN,37215,2015000,4,5.0,Green Hills,6108,27442,2007,,330,,Sold,,,http://www.redfin.com/TN/Nashville/4315-Sneed-Rd-37215/home/60863368,REALTRACS,2185135,N,Y,36.0981531,-86.837536
PAST SALE,,Other,1100 18th Ave S,Nashville,TN,37212,1300000,6,6.0,,6822,7841,1920,,191,,,,,http://www.redfin.com/TN/Nashville/1100-18th-Ave-S-37212/home/108130454,,,N,Y,36.1445891,-86.7952565
PAST SALE,February-8-2021,Single Family Residential,402 W Hillwood Dr,Nashville,TN,37205,2385000,4,5.5,Hillwood Estates,5831,54885,1955,,409,,Sold,,,http://www.redfin.com/TN/Nashville/402-W-Hillwood-Dr-37205/home/87805161,REALTRACS,2208273,N,Y,36.1268309,-86.8662388
PAST SALE,March-31-2021,Multi-Family (5+ Unit),1719 6th Ave N,Nashville,TN,37208,1749000,8,4.0,Salemtown,5390,8712,1968,,324,,Sold,,,http://www.redfin.com/TN/Nashville/1719-6th-Ave-N-37208/home/108077387,REALTRACS,2217975,N,Y,36.182618,-86.794914
PAST SALE,April-28-2021,Single Family Residential,3048 Lebanon Rd,Nashville,TN,37214,1000000,4,2.5,Donelson Home & 7.2 Acre,5880,314938,1928,,170,,Sold,,,http://www.redfin.com/TN/Nashville/3048-Lebanon-Pike-37214/home/108035132,REALTRACS,2230343,N,Y,36.1855483,-86.6405022
PAST SALE,January-29-2021,Single Family Residential,6210 Hickory Valley Rd,Nashville,TN,37205,2300000,5,4.5,Hillwood Estates,5993,70131,1964,,384,,Sold,,,http://www.redfin.com/TN/Nashville/6210-Hickory-Valley-Rd-37205/home/108061363,REALTRACS,2121315,N,Y,36.1200913,-86.87531
PAST SALE,April-29-2021,Single Family Residential,309 Lynnwood Blvd,Nashville,TN,37205,3350000,5,5.0,Belle Meade,9574,113256,1987,,350,,Sold,,,http://www.redfin.com/TN/Nashville/309-Lynnwood-Blvd-37205/home/60846371,REALTRACS,2226114,N,Y,36.114393,-86.8489011
PAST SALE,January-29-2021,Single Family Residential,1006 Grandview Dr,Nashville,TN,37204,1750000,4,4.5,Noels Oriental Golf Club,5015,17859,2020,,349,,Sold,,,http://www.redfin.com/TN/Nashville/1006-Grandview-Dr-37204/home/108063973,REALTRACS,2224353,N,Y,36.1075916,-86.7896764
