SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-22-2021,Townhouse,500 Paragon Mills Rd Unit E2,Nashville,TN,37211,175000,2,1.5,Canterbury Hall,986,435,1969,,177,215,Sold,,,http://www.redfin.com/TN/Nashville/500-Paragon-Mills-Rd-37211/unit-E2/home/87823121,REALTRACS,2235526,N,Y,36.0872034,-86.7244948
PAST SALE,December-10-2020,Single Family Residential,515 N 17th St,Nashville,TN,37206,425000,2,2.0,W L Horns Spout Spring,998,4791,1925,,426,,Sold,,,http://www.redfin.com/TN/Nashville/515-N-17th-St-37206/home/87815254,REALTRACS,2197557,N,Y,36.1821318,-86.7383174
PAST SALE,November-12-2020,Condo/Co-op,817 3rd Ave N #306,Nashville,TN,37201,279000,1,1.0,District Lofts,755,871,2008,,370,164,Sold,,,http://www.redfin.com/TN/Nashville/817-3rd-Ave-N-37201/unit-306/home/106022222,REALTRACS,2179845,N,Y,36.171385,-86.783148
PAST SALE,March-1-2021,Single Family Residential,2914 Susan Dr,Nashville,TN,37214,264000,2,1.0,Cloverhill,792,10890,1953,,333,,Sold,,,http://www.redfin.com/TN/Nashville/2914-Susan-Dr-37214/home/108124975,REALTRACS,2216281,N,Y,36.1595968,-86.6551761
PAST SALE,December-11-2020,Single Family Residential,439 Lemont Dr,Nashville,TN,37216,230000,3,2.0,Poplar Glen,928,3049,1988,,248,17,Sold,,,http://www.redfin.com/TN/Nashville/439-Lemont-Dr-37216/home/60854280,REALTRACS,2206541,N,Y,36.2272489,-86.7448
PAST SALE,December-17-2020,Condo/Co-op,420 Elysian Fields Rd Unit B12,Nashville,TN,37211,129900,2,2.0,Village At Grassmere,936,871,1969,,139,250,Sold,,,http://www.redfin.com/TN/Nashville/420-Elysian-Fields-Rd-37211/unit-B12/home/68700394,REALTRACS,2198719,N,Y,36.086456,-86.7321429
PAST SALE,March-26-2021,Single Family Residential,340 Thelma St,Madison,TN,37115,163500,2,1.0,Woodlawn Estates,1000,8276,1950,,164,,Sold,,,http://www.redfin.com/TN/Madison/340-Thelma-St-37115/home/108024147,REALTRACS,2220478,N,Y,36.2645595,-86.7083192
PAST SALE,April-9-2021,Multi-Family (2-4 Unit),2408 Ravenwood Dr,Nashville,TN,37216,219900,2,2.0,Dalewood,986,,1979,,223,,Sold,,,http://www.redfin.com/TN/Nashville/2408-Ravenwood-Dr-37216/home/87803705,REALTRACS,2227680,N,Y,36.2060063,-86.711231
PAST SALE,January-26-2021,Condo/Co-op,807 Patio Ct,Nashville,TN,37214,175000,1,1.0,Patio Villa,913,871,1983,,192,95,Sold,,,http://www.redfin.com/TN/Nashville/807-Patio-Ct-37214/home/108049372,REALTRACS,2214706,N,Y,36.143083,-86.640223
PAST SALE,February-22-2021,Single Family Residential,3087 Casa Dr,Nashville,TN,37214,146000,2,1.0,Patio Villa,895,5662,1985,,163,,Sold,,,http://www.redfin.com/TN/Nashville/3087-Casa-Dr-37214/home/60789855,REALTRACS,2208512,N,Y,36.145533,-86.643524
PAST SALE,February-22-2021,Condo/Co-op,3015 Casa Dr,Nashville,TN,37214,160000,1,1.0,Patio Villa,932,871,1983,,172,86,Sold,,,http://www.redfin.com/TN/Nashville/3015-Casa-Dr-37214/home/108126059,REALTRACS,2213753,N,Y,36.142738,-86.642332
