,primary_photo,last_update_date,source,tags,permalink,status,list_date,open_houses,description,branding,list_price,lead_attributes,property_id,photos,flags,community,products,virtual_tours,other_listings,listing_id,price_reduced_amount,location,matterport
0,{'href': 'https://ap.rdcpix.com/77c2ad9088b599d8151ff160b41e379al-m261897684s-w1024_h768.jpg'},2021-04-29T16:43:41Z,"{'plan_id': None, 'agents': [{'office_name': None}], 'spec_id': None, 'type': 'mls'}","['central_air', 'central_heat', 'hardwood_floors', 'basement', 'single_story', 'garage_1_or_more']",4057-Yoest-Dr_Nashville_TN_37207_M73546-76763,for_sale,2021-04-29T22:03:44Z,,"{'baths_3qtr': None, 'year_built': 1961, 'sold_price': 140000, 'baths_full': 2, 'name': None, 'baths_half': 1, 'lot_sqft': 41382, 'sqft': 2866, 'baths': 3, 'sub_type': None, 'baths_1qtr': None, 'garage': 1, 'stories': 1, 'beds': 3, 'type': 'single_family'}","[{'name': 'Hodges and Fooshee Realty Inc.', 'photo': None, 'type': 'Office'}]",269900.0,{'show_contact_an_agent': True},7354676763,"[{'tags': [{'label': 'farm_land', 'probability': 0.81034225225449}, {'label': 'yard', 'probability': 0.1491601318121}, {'label': 'house_view', 'probability': 0.030601147562265}], 'href': 'https://ap.rdcpix.com/77c2ad9088b599d8151ff160b41e379al-m261897684s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'basic_opt_in'},,"{'rdc': [{'listing_id': '2928740116', 'listing_key': None, 'status': 'for_sale', 'primary': True}]}",2928740116,,"{'address': {'postal_code': '37207', 'state': 'Tennessee', 'coordinate': {'lon': -86.754307, 'lat': 36.276387}, 'city': 'Nashville', 'state_code': 'TN', 'line': '4057 Yoest Dr'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4057%20Yoest%20Dr%2C%20Nashville%2C%20TN%2037207&size=640x480&source=outdoor&signature=cyEKmHGxPtRgEnMJiAvqvhW93fg=', 'county': {'fips_code': '47037', 'name': 'Davidson'}}",False
1,{'href': 'https://ap.rdcpix.com/f4686792e9a05f0390149f68e3e9e536l-m2231664439s-w1024_h768.jpg'},2021-05-02T00:00:22Z,"{'plan_id': None, 'agents': [{'office_name': None}], 'spec_id': None, 'type': 'mls'}","['community_outdoor_space', 'dishwasher', 'fireplace', 'hardwood_floors', 'view', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'open_house']",1900-Hillside-Ave_Nashville_TN_37203_M88046-70098,for_sale,2021-05-02T10:02:06Z,"[{'start_date': '2021-05-02T14:00:00', 'description': 'Come visit this love filled, renovated home! 4 bedrooms with one currently being used as an office, all appliances stay, newer large deck overlooks fenced back yard. full unfinished basemen Beautiful period built ins. Walk to 12 South!', 'end_date': '2021-05-02T17:00:00', 'dst': True, 'time_zone': 'CST'}]","{'baths_3qtr': None, 'year_built': 1940, 'sold_price': 250000, 'baths_full': 2, 'name': None, 'baths_half': None, 'lot_sqft': 6970, 'sqft': 2547, 'baths': 2, 'sub_type': None, 'baths_1qtr': None, 'garage': 2, 'stories': 2, 'beds': 4, 'type': 'single_family'}","[{'name': 'Fridrich & Clark Realty', 'photo': None, 'type': 'Office'}]",774000.0,{'show_contact_an_agent': True},8804670098,"[{'tags': [{'label': 'porch_yard', 'probability': 0.59964400529861}, {'label': 'yard', 'probability': 0.40017196536064}, {'label': 'house_view', 'probability': 0.00015687651466578}], 'href': 'https://ap.rdcpix.com/f4686792e9a05f0390149f68e3e9e536l-m2231664439s-w1024_h768.jpg'}, {'tags': [{'label': 'yard', 'probability': 0.50358748435974}, {'label': 'porch_yard', 'probability': 0.46690744161606}, {'label': 'house_view', 'probability': 0.026817955076694}], 'href': 'https://ap.rdcpix.com/f4686792e9a05f0390149f68e3e9e536l-m3747050839s-w1024_h768.jpg'}, {'tags': [{'label': 'house_view', 'probability': 0.63409978151321}, {'label': 'porch_yard', 'probability': 0.22675999999046}, {'label': 'yard', 'probability': 0.1382250636816}], 'href': 'https://ap.rdcpix.com/f4686792e9a05f0390149f68e3e9e536l-m2954264931s-w1024_h768.jpg'}, {'tags': [{'label': 'porch', 'probability': 0.96508949995041}, {'label': 'porch_yard', 'probability': 0.034890927374363}, {'label': 'road_view', 'probability': 1.079014964489e-05}], 'href': 'https://ap.rdcpix.com/f4686792e9a05f0390149f68e3e9e536l-m780235661s-w1024_h768.jpg'}, {'tags': [{'label': 'porch_yard', 'probability': 0.66310083866119}, {'label': 'porch', 'probability': 0.33647799491882}, {'label': 'yard', 'probability': 0.00028546288376674}], 'href': 'https://ap.rdcpix.com/f4686792e9a05f0390149f68e3e9e536l-m595401855s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'basic_opt_in'},,"{'rdc': [{'listing_id': '2928827192', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '525960287', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '519596355', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '508908343', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '502861659', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '502833067', 'listing_key': None, 'status': 'off_market', 'primary': None}]}",2928827192,,"{'address': {'postal_code': '37203', 'state': 'Tennessee', 'coordinate': {'lon': -86.783567, 'lat': 36.135313}, 'city': 'Nashville', 'state_code': 'TN', 'line': '1900 Hillside Ave'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1900%20Hillside%20Ave%2C%20Nashville%2C%20TN%2037203&size=640x480&source=outdoor&signature=IbyzlQV8jffcCOKR1-yfz4jXtQ0=', 'county': {'fips_code': '47037', 'name': 'Davidson'}}",False
2,{'href': 'https://ap.rdcpix.com/2627d766f87b082c1f1bdf857da9fb65l-m905593148s-w1024_h768.jpg'},2021-04-30T12:43:03Z,"{'plan_id': None, 'agents': [{'office_name': 'Century 21 Premier'}], 'spec_id': None, 'type': 'mls'}","['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dishwasher', 'fireplace', 'hardwood_floors', 'pets_allowed', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'big_lot', 'new_roof']",3740-Baxter-Rd_Joelton_TN_37080_M70326-99723,for_sale,2021-04-30T18:04:42Z,,"{'baths_3qtr': None, 'year_built': 1975, 'sold_price': 53000, 'baths_full': 2, 'name': None, 'baths_half': None, 'lot_sqft': 394218, 'sqft': 2247, 'baths': 2, 'sub_type': None, 'baths_1qtr': None, 'garage': 4, 'stories': 1, 'beds': 3, 'type': 'single_family'}","[{'name': 'CENTURY 21 PREMIER', 'photo': None, 'type': 'Office'}]",389900.0,{'show_contact_an_agent': True},7032699723,"[{'tags': [{'label': 'farm_land', 'probability': 0.9070890545845}, {'label': 'yard', 'probability': 0.057590384036303}, {'label': 'house_view', 'probability': 0.020334033295512}], 'href': 'https://ap.rdcpix.com/2627d766f87b082c1f1bdf857da9fb65l-m905593148s-w1024_h768.jpg'}, {'tags': [{'label': 'road_view', 'probability': 0.96014297008514}, {'label': 'farm_land', 'probability': 0.039648849517107}, {'label': 'house_view', 'probability': 0.00010692195064621}], 'href': 'https://ap.rdcpix.com/2627d766f87b082c1f1bdf857da9fb65l-m2520194644s-w1024_h768.jpg'}, {'tags': [{'label': 'farm_land', 'probability': 0.99973458051682}, {'label': 'yard', 'probability': 0.00025966227985919}, {'label': 'road_view', 'probability': 4.1813809730229e-06}], 'href': 'https://ap.rdcpix.com/2627d766f87b082c1f1bdf857da9fb65l-m3448981420s-w1024_h768.jpg'}, {'tags': [{'label': 'farm_land', 'probability': 0.90063488483429}, {'label': 'road_view', 'probability': 0.098937273025513}, {'label': 'yard', 'probability': 0.00022991279547568}], 'href': 'https://ap.rdcpix.com/2627d766f87b082c1f1bdf857da9fb65l-m3957029449s-w1024_h768.jpg'}, {'tags': [{'label': 'porch', 'probability': 0.65202081203461}, {'label': 'porch_yard', 'probability': 0.34797066450119}, {'label': 'house_view', 'probability': 5.0864846343757e-06}], 'href': 'https://ap.rdcpix.com/2627d766f87b082c1f1bdf857da9fb65l-m3300023056s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'essentials'},,"{'rdc': [{'listing_id': '2928778609', 'listing_key': None, 'status': 'for_sale', 'primary': True}]}",2928778609,,"{'address': {'postal_code': '37080', 'state': 'Tennessee', 'coordinate': {'lon': -86.896966, 'lat': 36.356838}, 'city': 'Joelton', 'state_code': 'TN', 'line': '3740 Baxter Rd'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3740%20Baxter%20Rd%2C%20Joelton%2C%20TN%2037080&size=640x480&source=outdoor&signature=EE66suBX4UnTeuj-i0hjOBiIBM4=', 'county': {'fips_code': '47037', 'name': 'Davidson'}}",False
3,{'href': 'https://ap.rdcpix.com/c2c30a30e3db3afd4809dea94fd50919l-m4244110023s-w1024_h768.jpg'},2021-04-29T00:00:14Z,"{'plan_id': None, 'agents': [{'office_name': None}], 'spec_id': None, 'type': 'mls'}","['central_air', 'community_outdoor_space', 'dishwasher', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'open_kitchen', 'fenced_yard', 'front_porch', 'shopping']",224-Hickory-St_Madison_TN_37115_M72655-31738,for_sale,2021-04-29T12:33:40Z,"[{'start_date': '2021-05-02T14:00:00', 'description': None, 'end_date': '2021-05-02T16:00:00', 'dst': True, 'time_zone': 'CST'}]","{'baths_3qtr': None, 'year_built': 1940, 'sold_price': 155000, 'baths_full': 2, 'name': None, 'baths_half': None, 'lot_sqft': 6970, 'sqft': 1008, 'baths': 2, 'sub_type': None, 'baths_1qtr': None, 'garage': 2, 'stories': 1, 'beds': 3, 'type': 'single_family'}","[{'name': 'Keller Williams Realty', 'photo': None, 'type': 'Office'}]",220000.0,{'show_contact_an_agent': True},7265531738,"[{'tags': [{'label': 'kitchen', 'probability': 0.98944878578186}, {'label': 'unknown', 'probability': 0.0095015428960323}, {'label': 'house_view', 'probability': 0.00040976086165756}], 'href': 'https://ap.rdcpix.com/c2c30a30e3db3afd4809dea94fd50919l-m4244110023s-w1024_h768.jpg'}, {'tags': [{'label': 'yard', 'probability': 0.99999964237213}, {'label': 'porch_yard', 'probability': 3.8045354244787e-07}, {'label': 'unknown', 'probability': 5.4196531706907e-09}], 'href': 'https://ap.rdcpix.com/c2c30a30e3db3afd4809dea94fd50919l-m2966350786s-w1024_h768.jpg'}, {'tags': [{'label': 'kitchen', 'probability': 0.97932463884354}, {'label': 'unknown', 'probability': 0.0088883498683572}, {'label': 'living_room', 'probability': 0.0030118464492261}], 'href': 'https://ap.rdcpix.com/c2c30a30e3db3afd4809dea94fd50919l-m4150613899s-w1024_h768.jpg'}, {'tags': [{'label': 'living_room', 'probability': 0.99823367595673}, {'label': 'unknown', 'probability': 0.00069230113876984}, {'label': 'dining_room', 'probability': 0.00052784802392125}], 'href': 'https://ap.rdcpix.com/c2c30a30e3db3afd4809dea94fd50919l-m1039923706s-w1024_h768.jpg'}, {'tags': [{'label': 'living_room', 'probability': 0.99842298030853}, {'label': 'bedroom', 'probability': 0.00089674990158528}, {'label': 'house_view', 'probability': 0.00035156181547791}], 'href': 'https://ap.rdcpix.com/c2c30a30e3db3afd4809dea94fd50919l-m2584004009s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'essentials'},,"{'rdc': [{'listing_id': '2928698826', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '601840111', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '511748991', 'listing_key': None, 'status': 'off_market', 'primary': None}]}",2928698826,,"{'address': {'postal_code': '37115', 'state': 'Tennessee', 'coordinate': {'lon': -86.709192, 'lat': 36.259413}, 'city': 'Madison', 'state_code': 'TN', 'line': '224 Hickory St'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=224%20Hickory%20St%2C%20Madison%2C%20TN%2037115&size=640x480&source=outdoor&signature=2f9rIpW5v_0kaUKPh_BDFSX93aU=', 'county': {'fips_code': '47037', 'name': 'Davidson'}}",True
4,{'href': 'https://ap.rdcpix.com/1610462e3677c54666f8fc990fd2e31al-m3881303224s-w1024_h768.jpg'},2021-04-29T00:00:16Z,"{'plan_id': None, 'agents': [{'office_name': 'Market Place Realty'}], 'spec_id': None, 'type': 'mls'}","['central_air', 'central_heat', 'community_outdoor_space', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'open_floor_plan', 'floor_plan', 'no_hoa', 'big_lot', 'groundscare']",608-Des-Moines-Dr_Hermitage_TN_37076_M70357-47307,for_sale,2021-04-29T12:33:40Z,,"{'baths_3qtr': None, 'year_built': 1968, 'sold_price': None, 'baths_full': 1, 'name': None, 'baths_half': 1, 'lot_sqft': 10454, 'sqft': 1141, 'baths': 2, 'sub_type': None, 'baths_1qtr': None, 'garage': 1, 'stories': 1, 'beds': 3, 'type': 'single_family'}","[{'name': 'Market Place Realty', 'photo': None, 'type': 'Office'}]",249900.0,{'show_contact_an_agent': True},7035747307,"[{'tags': [{'label': 'house_view', 'probability': 0.99876803159714}, {'label': 'yard', 'probability': 0.00072668708162382}, {'label': 'porch_yard', 'probability': 0.00045244026114233}], 'href': 'https://ap.rdcpix.com/1610462e3677c54666f8fc990fd2e31al-m3881303224s-w1024_h768.jpg'}, {'tags': [{'label': 'house_view', 'probability': 0.53966575860977}, {'label': 'porch', 'probability': 0.35638040304184}, {'label': 'porch_yard', 'probability': 0.10343194007874}], 'href': 'https://ap.rdcpix.com/1610462e3677c54666f8fc990fd2e31al-m3301958392s-w1024_h768.jpg'}, {'tags': [{'label': 'house_view', 'probability': 0.97222745418549}, {'label': 'porch_yard', 'probability': 0.026796484366059}, {'label': 'yard', 'probability': 0.00062102795345709}], 'href': 'https://ap.rdcpix.com/1610462e3677c54666f8fc990fd2e31al-m301704872s-w1024_h768.jpg'}, {'tags': [{'label': 'living_room', 'probability': 0.99536126852036}, {'label': 'bedroom', 'probability': 0.0022971087601036}, {'label': 'unknown', 'probability': 0.0018039491260424}], 'href': 'https://ap.rdcpix.com/1610462e3677c54666f8fc990fd2e31al-m158142010s-w1024_h768.jpg'}, {'tags': [{'label': 'living_room', 'probability': 0.99258559942245}, {'label': 'bedroom', 'probability': 0.0065206536091864}, {'label': 'unknown', 'probability': 0.000721107237041}], 'href': 'https://ap.rdcpix.com/1610462e3677c54666f8fc990fd2e31al-m315558439s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'basic_opt_in'},,"{'rdc': [{'listing_id': '2928698848', 'listing_key': None, 'status': 'for_sale', 'primary': True}]}",2928698848,,"{'address': {'postal_code': '37076', 'state': 'Tennessee', 'coordinate': {'lon': -86.602051, 'lat': 36.208944}, 'city': 'Hermitage', 'state_code': 'TN', 'line': '608 Des Moines Dr'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=608%20Des%20Moines%20Dr%2C%20Hermitage%2C%20TN%2037076&size=640x480&source=outdoor&signature=ifsdi3UoWZ3kWueSWFMDS_2lsec=', 'county': {'fips_code': '47037', 'name': 'Davidson'}}",False
5,{'href': 'https://ap.rdcpix.com/9c3e8caea948dee197c8466382898a0dl-m638888956s-w1024_h768.jpg'},2021-05-01T00:01:18Z,"{'plan_id': None, 'agents': [{'office_name': None}], 'spec_id': None, 'type': 'mls'}","['central_air', 'central_heat', 'hardwood_floors', 'horse_facilities', 'basement', 'two_or_more_stories', 'big_lot']",4155-Libble-Rd_Nashville_TN_37218_M82866-50234,for_sale,2021-05-01T11:33:31Z,,"{'baths_3qtr': None, 'year_built': 1978, 'sold_price': 210000, 'baths_full': 2, 'name': None, 'baths_half': None, 'lot_sqft': 1089000, 'sqft': 2160, 'baths': 2, 'sub_type': None, 'baths_1qtr': None, 'garage': None, 'stories': 2, 'beds': 3, 'type': 'single_family'}","[{'name': 'Compass Tennessee, Llc', 'photo': None, 'type': 'Office'}]",349900.0,{'show_contact_an_agent': True},8286650234,"[{'tags': [{'label': 'farm_land', 'probability': 0.98184019327164}, {'label': 'house_view', 'probability': 0.01721796579659}, {'label': 'yard', 'probability': 0.00063469493761659}], 'href': 'https://ap.rdcpix.com/9c3e8caea948dee197c8466382898a0dl-m638888956s-w1024_h768.jpg'}, {'tags': [{'label': 'porch_yard', 'probability': 0.84255623817444}, {'label': 'yard', 'probability': 0.13896472752094}, {'label': 'porch', 'probability': 0.01111111883074}], 'href': 'https://ap.rdcpix.com/9c3e8caea948dee197c8466382898a0dl-m82240134s-w1024_h768.jpg'}, {'tags': [{'label': 'porch_yard', 'probability': 0.96146148443222}, {'label': 'farm_land', 'probability': 0.014324598945677}, {'label': 'house_view', 'probability': 0.01142502669245}], 'href': 'https://ap.rdcpix.com/9c3e8caea948dee197c8466382898a0dl-m3995219586s-w1024_h768.jpg'}, {'tags': [{'label': 'porch_yard', 'probability': 0.78343611955643}, {'label': 'yard', 'probability': 0.14458835124969}, {'label': 'farm_land', 'probability': 0.049630679190159}], 'href': 'https://ap.rdcpix.com/9c3e8caea948dee197c8466382898a0dl-m3305964465s-w1024_h768.jpg'}, {'tags': [{'label': 'farm_land', 'probability': 0.99785029888153}, {'label': 'garage', 'probability': 0.0017844546819106}, {'label': 'house_view', 'probability': 0.00024646677775308}], 'href': 'https://ap.rdcpix.com/9c3e8caea948dee197c8466382898a0dl-m2511404105s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'essentials'},,"{'rdc': [{'listing_id': '2928806720', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '597986403', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '556387143', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '547798847', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '530299771', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '524469107', 'listing_key': None, 'status': 'off_market', 'primary': None}]}",2928806720,,"{'address': {'postal_code': '37218', 'state': 'Tennessee', 'coordinate': {'lon': -86.97048, 'lat': 36.216121}, 'city': 'Nashville', 'state_code': 'TN', 'line': '4155 Libble Rd'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4155%20Libble%20Rd%2C%20Nashville%2C%20TN%2037218&size=640x480&source=outdoor&signature=O9DFHkCWCc0lcJifm1laC850D1E=', 'county': {'fips_code': '47037', 'name': 'Davidson'}}",True
6,{'href': 'https://ap.rdcpix.com/45e6b56311230e438c14e5410978802fl-m3159488898s-w1024_h768.jpg'},2021-05-01T00:01:23Z,"{'plan_id': None, 'agents': [{'office_name': 'RE/MAX Homes And Estates'}], 'spec_id': None, 'type': 'mls'}","['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'horse_facilities', 'lake_view', 'view', 'water_view', 'swimming_pool', 'two_or_more_stories', 'horse_stables', 'equestrian']",120-Grady-Pl_Whites-Creek_TN_37189_M85473-42468,for_sale,2021-05-01T11:33:31Z,,"{'baths_3qtr': None, 'year_built': 2001, 'sold_price': 466000, 'baths_full': 2, 'name': None, 'baths_half': 1, 'lot_sqft': 734422, 'sqft': 3660, 'baths': 3, 'sub_type': None, 'baths_1qtr': None, 'garage': None, 'stories': 3, 'beds': 4, 'type': 'single_family'}","[{'name': 'Re/Max Homes And Estates, Lipman Group', 'photo': None, 'type': 'Office'}]",595000.0,{'show_contact_an_agent': True},8547342468,"[{'tags': [{'label': 'porch_yard', 'probability': 0.97034657001495}, {'label': 'porch', 'probability': 0.02346914447844}, {'label': 'house_view', 'probability': 0.0043671652674675}], 'href': 'https://ap.rdcpix.com/45e6b56311230e438c14e5410978802fl-m3159488898s-w1024_h768.jpg'}, {'tags': [{'label': 'yard', 'probability': 0.99898737668991}, {'label': 'farm_land', 'probability': 0.00098233763128519}, {'label': 'porch_yard', 'probability': 9.4770693976898e-06}], 'href': 'https://ap.rdcpix.com/45e6b56311230e438c14e5410978802fl-m2772336318s-w1024_h768.jpg'}, {'tags': [{'label': 'yard', 'probability': 0.72196847200394}, {'label': 'porch_yard', 'probability': 0.27729603648186}, {'label': 'house_view', 'probability': 0.00037890358362347}], 'href': 'https://ap.rdcpix.com/45e6b56311230e438c14e5410978802fl-m3037830333s-w1024_h768.jpg'}, {'tags': [{'label': 'farm_land', 'probability': 0.97138243913651}, {'label': 'water_front', 'probability': 0.026873571798205}, {'label': 'road_view', 'probability': 0.0016616800567135}], 'href': 'https://ap.rdcpix.com/45e6b56311230e438c14e5410978802fl-m4015057483s-w1024_h768.jpg'}, {'tags': [{'label': 'porch', 'probability': 0.99990689754486}, {'label': 'unknown', 'probability': 8.3116596215405e-05}, {'label': 'porch_yard', 'probability': 6.3606967160013e-06}], 'href': 'https://ap.rdcpix.com/45e6b56311230e438c14e5410978802fl-m1297096086s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'essentials'},,"{'rdc': [{'listing_id': '2928806726', 'listing_key': None, 'status': 'for_sale', 'primary': True}]}",2928806726,,"{'address': {'postal_code': '37189', 'state': 'Tennessee', 'coordinate': {'lon': -86.886571, 'lat': 36.269862}, 'city': 'Whites Creek', 'state_code': 'TN', 'line': '120 Grady Pl'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=120%20Grady%20Pl%2C%20Whites%20Creek%2C%20TN%2037189&size=640x480&source=outdoor&signature=kNNoXnal2i1dz8VpDvu3g79F_UY=', 'county': {'fips_code': '47037', 'name': 'Davidson'}}",False
7,{'href': 'https://ap.rdcpix.com/efd5477f008a814933ec0230f0dc8c2fl-m1088221090s-w1024_h768.jpg'},2021-05-02T12:27:43Z,"{'plan_id': None, 'agents': [{'office_name': None}], 'spec_id': None, 'type': 'mls'}","['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",515-Debbie-Dr_Hermitage_TN_37076_M82083-96126,for_sale,2021-05-02T17:33:00Z,,"{'baths_3qtr': None, 'year_built': 1986, 'sold_price': 78000, 'baths_full': 2, 'name': None, 'baths_half': None, 'lot_sqft': 8276, 'sqft': 1326, 'baths': 2, 'sub_type': None, 'baths_1qtr': None, 'garage': 2, 'stories': 2, 'beds': 3, 'type': 'single_family'}","[{'name': 'Realty One Group Music City', 'photo': None, 'type': 'Office'}]",199900.0,{'show_contact_an_agent': True},8208396126,"[{'tags': [{'label': 'house_view', 'probability': 0.48683103919029}, {'label': 'yard', 'probability': 0.34635788202286}, {'label': 'porch_yard', 'probability': 0.16613939404488}], 'href': 'https://ap.rdcpix.com/efd5477f008a814933ec0230f0dc8c2fl-m1088221090s-w1024_h768.jpg'}]","{'is_new_construction': None, 'is_for_rent': None, 'is_subdivision': None, 'is_contingent': None, 'is_price_reduced': None, 'is_pending': None, 'is_foreclosure': None, 'is_plan': None, 'is_coming_soon': None, 'is_new_listing': True}",,{'brand_name': 'basic_opt_in'},,"{'rdc': [{'listing_id': '2928836209', 'listing_key': None, 'status': 'for_sale', 'primary': True}]}",2928836209,,"{'address': {'postal_code': '37076', 'state': 'Tennessee', 'coordinate': {'lon': -86.585942, 'lat': 36.209827}, 'city': 'Hermitage', 'state_code': 'TN', 'line': '515 Debbie Dr'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=515%20Debbie%20Dr%2C%20Hermitage%2C%20TN%2037076&size=640x480&source=outdoor&signature=3D7FYtT0cuDgMQsIDewf5KAykT4=', 'county': {'fips_code': '47037', 'name': 'Davidson'}}",False
